# Time(s) Pressure(Pa)
0.000000e+00 -1.069983e+05
0.000000e+00 -1.072180e+05
0.000000e+00 -1.074071e+05
0.000000e+00 -1.075654e+05
0.000000e+00 -1.076927e+05
0.000000e+00 -1.077890e+05
0.000000e+00 -1.078541e+05
0.000000e+00 -1.078880e+05
0.000000e+00 -1.078905e+05
0.000000e+00 -1.078617e+05
0.000000e+00 -1.078014e+05
0.000000e+00 -1.077098e+05
0.000000e+00 -1.075868e+05
0.000000e+00 -1.074326e+05
0.000000e+00 -1.072471e+05
0.000000e+00 -1.070305e+05
0.000000e+00 -1.067830e+05
0.000000e+00 -1.065047e+05
0.000000e+00 -1.061958e+05
0.000000e+00 -1.058565e+05
0.000000e+00 -1.054870e+05
0.000000e+00 -1.050877e+05
0.000000e+00 -1.046588e+05
0.000000e+00 -1.042008e+05
0.000000e+00 -1.037138e+05
0.000000e+00 -1.031984e+05
0.000000e+00 -1.026548e+05
0.000000e+00 -1.020837e+05
0.000000e+00 -1.014854e+05
0.000000e+00 -1.008605e+05
0.000000e+00 -1.002094e+05
0.000000e+00 -9.953267e+04
0.000000e+00 -9.883096e+04
0.000000e+00 -9.810483e+04
0.000000e+00 -9.735488e+04
0.000000e+00 -9.658178e+04
0.000000e+00 -9.578618e+04
0.000000e+00 -9.496878e+04
0.000000e+00 -9.413027e+04
0.000000e+00 -9.327138e+04
0.000000e+00 -9.239287e+04
0.000000e+00 -9.149548e+04
0.000000e+00 -9.058001e+04
0.000000e+00 -8.964724e+04
0.000000e+00 -8.869799e+04
0.000000e+00 -8.773308e+04
0.000000e+00 -8.675333e+04
0.000000e+00 -8.575960e+04
0.000000e+00 -8.475273e+04
0.000000e+00 -8.373360e+04
0.000000e+00 -8.270306e+04
0.000000e+00 -8.166199e+04
0.000000e+00 -8.061128e+04
0.000000e+00 -7.955180e+04
0.000000e+00 -7.848445e+04
0.000000e+00 -7.741009e+04
0.000000e+00 -7.632963e+04
0.000000e+00 -7.524395e+04
0.000000e+00 -7.415392e+04
0.000000e+00 -7.306043e+04
0.000000e+00 -7.196435e+04
0.000000e+00 -7.086655e+04
0.000000e+00 -6.976789e+04
0.000000e+00 -6.866922e+04
0.000000e+00 -6.757139e+04
0.000000e+00 -6.647524e+04
0.000000e+00 -6.538159e+04
0.000000e+00 -6.429125e+04
0.000000e+00 -6.320504e+04
0.000000e+00 -6.212373e+04
0.000000e+00 -6.104811e+04
0.000000e+00 -5.997895e+04
0.000000e+00 -5.891699e+04
0.000000e+00 -5.786297e+04
0.000000e+00 -5.681761e+04
0.000000e+00 -5.578161e+04
0.000000e+00 -5.475568e+04
0.000000e+00 -5.374048e+04
0.000000e+00 -5.273667e+04
0.000000e+00 -5.174489e+04
0.000000e+00 -5.076578e+04
0.000000e+00 -4.979994e+04
0.000000e+00 -4.884797e+04
0.000000e+00 -4.791044e+04
0.000000e+00 -4.698793e+04
0.000000e+00 -4.608098e+04
0.000000e+00 -4.519012e+04
0.000000e+00 -4.431588e+04
0.000000e+00 -4.345874e+04
0.000000e+00 -4.261921e+04
0.000000e+00 -4.179775e+04
0.000000e+00 -4.099482e+04
0.000000e+00 -4.021088e+04
0.000000e+00 -3.944635e+04
0.000000e+00 -3.870166e+04
0.000000e+00 -3.797722e+04
0.000000e+00 -3.727341e+04
0.000000e+00 -3.659063e+04
0.000000e+00 -3.592926e+04
0.000000e+00 -3.528965e+04
0.000000e+00 -3.467217e+04
0.000000e+00 -3.407715e+04
0.000000e+00 -3.350493e+04
0.000000e+00 -3.295583e+04
0.000000e+00 -3.243019e+04
0.000000e+00 -3.192829e+04
0.000000e+00 -3.145045e+04
0.000000e+00 -3.099697e+04
0.000000e+00 -3.056811e+04
0.000000e+00 -3.016418e+04
0.000000e+00 -2.978543e+04
0.000000e+00 -2.943214e+04
0.000000e+00 -2.910455e+04
0.000000e+00 -2.880293e+04
0.000000e+00 -2.852752e+04
0.000000e+00 -2.827855e+04
0.000000e+00 -2.805626e+04
0.000000e+00 -2.786086e+04
0.000000e+00 -2.769258e+04
0.000000e+00 -2.755162e+04
0.000000e+00 -2.743819e+04
0.000000e+00 -2.735246e+04
0.000000e+00 -2.729463e+04
0.000000e+00 -2.726487e+04
0.000000e+00 -2.726335e+04
0.000000e+00 -2.729020e+04
0.000000e+00 -2.734559e+04
0.000000e+00 -2.742963e+04
0.000000e+00 -2.754246e+04
0.000000e+00 -2.768416e+04
0.000000e+00 -2.785484e+04
0.000000e+00 -2.805456e+04
0.000000e+00 -2.828341e+04
0.000000e+00 -2.854141e+04
0.000000e+00 -2.882860e+04
0.000000e+00 -2.914499e+04
0.000000e+00 -2.949058e+04
0.000000e+00 -2.986533e+04
0.000000e+00 -3.026920e+04
0.000000e+00 -3.070213e+04
0.000000e+00 -3.116401e+04
0.000000e+00 -3.165475e+04
0.000000e+00 -3.217420e+04
0.000000e+00 -3.272220e+04
0.000000e+00 -3.329856e+04
0.000000e+00 -3.390307e+04
0.000000e+00 -3.453550e+04
0.000000e+00 -3.519556e+04
0.000000e+00 -3.588298e+04
0.000000e+00 -3.659741e+04
0.000000e+00 -3.733851e+04
0.000000e+00 -3.810590e+04
0.000000e+00 -3.889915e+04
0.000000e+00 -3.971781e+04
0.000000e+00 -4.056143e+04
0.000000e+00 -4.142947e+04
0.000000e+00 -4.232140e+04
0.000000e+00 -4.323665e+04
0.000000e+00 -4.417460e+04
0.000000e+00 -4.513463e+04
0.000000e+00 -4.611606e+04
0.000000e+00 -4.711818e+04
0.000000e+00 -4.814026e+04
0.000000e+00 -4.918153e+04
0.000000e+00 -5.024120e+04
0.000000e+00 -5.131843e+04
0.000000e+00 -5.241237e+04
0.000000e+00 -5.352212e+04
0.000000e+00 -5.464677e+04
0.000000e+00 -5.578537e+04
0.000000e+00 -5.693695e+04
0.000000e+00 -5.810050e+04
0.000000e+00 -5.927499e+04
0.000000e+00 -6.045938e+04
0.000000e+00 -6.165259e+04
0.000000e+00 -6.285352e+04
0.000000e+00 -6.406105e+04
0.000000e+00 -6.527406e+04
0.000000e+00 -6.649137e+04
0.000000e+00 -6.771182e+04
0.000000e+00 -6.893423e+04
0.000000e+00 -7.015739e+04
0.000000e+00 -7.138009e+04
0.000000e+00 -7.260110e+04
0.000000e+00 -7.381920e+04
0.000000e+00 -7.503315e+04
0.000000e+00 -7.624171e+04
0.000000e+00 -7.744363e+04
0.000000e+00 -7.863766e+04
0.000000e+00 -7.982257e+04
0.000000e+00 -8.099711e+04
0.000000e+00 -8.216003e+04
0.000000e+00 -8.331012e+04
0.000000e+00 -8.444615e+04
0.000000e+00 -8.556691e+04
0.000000e+00 -8.667120e+04
0.000000e+00 -8.775783e+04
0.000000e+00 -8.882565e+04
0.000000e+00 -8.987349e+04
0.000000e+00 -9.090024e+04
0.000000e+00 -9.190478e+04
0.000000e+00 -9.288603e+04
0.000000e+00 -9.384294e+04
0.000000e+00 -9.477447e+04
0.000000e+00 -9.567963e+04
0.000000e+00 -9.655745e+04
0.000000e+00 -9.740698e+04
0.000000e+00 -9.822733e+04
0.000000e+00 -9.901763e+04
0.000000e+00 -9.977704e+04
0.000000e+00 -1.005048e+05
0.000000e+00 -1.012001e+05
0.000000e+00 -1.018622e+05
0.000000e+00 -1.024906e+05
0.000000e+00 -1.030845e+05
0.000000e+00 -1.036433e+05
0.000000e+00 -1.041666e+05
0.000000e+00 -1.046538e+05
0.000000e+00 -1.051045e+05
0.000000e+00 -1.055183e+05
0.000000e+00 -1.058948e+05
0.000000e+00 -1.062337e+05
0.000000e+00 -1.065348e+05
0.000000e+00 -1.067978e+05
0.000000e+00 -1.070225e+05
0.000000e+00 -1.072089e+05
0.000000e+00 -1.073569e+05
0.000000e+00 -1.074665e+05
0.000000e+00 -1.075376e+05
0.000000e+00 -1.075705e+05
0.000000e+00 -1.075651e+05
0.000000e+00 -1.075216e+05
0.000000e+00 -1.074403e+05
0.000000e+00 -1.073215e+05
0.000000e+00 -1.071653e+05
0.000000e+00 -1.069723e+05
0.000000e+00 -1.067427e+05
0.000000e+00 -1.064770e+05
0.000000e+00 -1.061757e+05
0.000000e+00 -1.058393e+05
0.000000e+00 -1.054683e+05
0.000000e+00 -1.050634e+05
0.000000e+00 -1.046251e+05
0.000000e+00 -1.041541e+05
0.000000e+00 -1.036512e+05
0.000000e+00 -1.031170e+05
0.000000e+00 -1.025523e+05
0.000000e+00 -1.019579e+05
0.000000e+00 -1.013347e+05
0.000000e+00 -1.006834e+05
0.000000e+00 -1.000049e+05
0.000000e+00 -9.930012e+04
0.000000e+00 -9.857000e+04
0.000000e+00 -9.781545e+04
0.000000e+00 -9.703743e+04
0.000000e+00 -9.623690e+04
0.000000e+00 -9.541485e+04
0.000000e+00 -9.457229e+04
0.000000e+00 -9.371023e+04
0.000000e+00 -9.282969e+04
0.000000e+00 -9.193171e+04
0.000000e+00 -9.101732e+04
0.000000e+00 -9.008758e+04
0.000000e+00 -8.914353e+04
0.000000e+00 -8.818623e+04
0.000000e+00 -8.721675e+04
0.000000e+00 -8.623613e+04
0.000000e+00 -8.524543e+04
0.000000e+00 -8.424571e+04
0.000000e+00 -8.323802e+04
0.000000e+00 -8.222340e+04
0.000000e+00 -8.120289e+04
0.000000e+00 -8.017753e+04
0.000000e+00 -7.914834e+04
0.000000e+00 -7.811634e+04
0.000000e+00 -7.708252e+04
0.000000e+00 -7.604789e+04
0.000000e+00 -7.501341e+04
0.000000e+00 -7.398006e+04
0.000000e+00 -7.294879e+04
0.000000e+00 -7.192053e+04
0.000000e+00 -7.089620e+04
0.000000e+00 -6.987671e+04
0.000000e+00 -6.886295e+04
0.000000e+00 -6.785578e+04
0.000000e+00 -6.685606e+04
0.000000e+00 -6.586461e+04
0.000000e+00 -6.488224e+04
0.000000e+00 -6.390974e+04
0.000000e+00 -6.294790e+04
0.000000e+00 -6.199744e+04
0.000000e+00 -6.105911e+04
0.000000e+00 -6.013360e+04
0.000000e+00 -5.922161e+04
0.000000e+00 -5.832379e+04
0.000000e+00 -5.744078e+04
0.000000e+00 -5.657320e+04
0.000000e+00 -5.572165e+04
0.000000e+00 -5.488669e+04
0.000000e+00 -5.406887e+04
0.000000e+00 -5.326871e+04
0.000000e+00 -5.248673e+04
0.000000e+00 -5.172339e+04
0.000000e+00 -5.097915e+04
0.000000e+00 -5.025444e+04
0.000000e+00 -4.954968e+04
0.000000e+00 -4.886524e+04
0.000000e+00 -4.820149e+04
0.000000e+00 -4.755876e+04
0.000000e+00 -4.693737e+04
0.000000e+00 -4.633762e+04
0.000000e+00 -4.575977e+04
0.000000e+00 -4.520407e+04
0.000000e+00 -4.467074e+04
0.000000e+00 -4.415999e+04
0.000000e+00 -4.367199e+04
0.000000e+00 -4.320689e+04
0.000000e+00 -4.276484e+04
0.000000e+00 -4.234595e+04
0.000000e+00 -4.195030e+04
0.000000e+00 -4.157796e+04
0.000000e+00 -4.122898e+04
0.000000e+00 -4.090338e+04
0.000000e+00 -4.060118e+04
0.000000e+00 -4.032234e+04
0.000000e+00 -4.006683e+04
0.000000e+00 -3.983460e+04
0.000000e+00 -3.962557e+04
0.000000e+00 -3.943963e+04
0.000000e+00 -3.927667e+04
0.000000e+00 -3.913654e+04
0.000000e+00 -3.901910e+04
0.000000e+00 -3.892416e+04
0.000000e+00 -3.885153e+04
0.000000e+00 -3.880100e+04
0.000000e+00 -3.877232e+04
0.000000e+00 -3.876526e+04
0.000000e+00 -3.877955e+04
0.000000e+00 -3.881490e+04
0.000000e+00 -3.887102e+04
0.000000e+00 -3.894758e+04
0.000000e+00 -3.904425e+04
0.000000e+00 -3.916069e+04
0.000000e+00 -3.929654e+04
0.000000e+00 -3.945142e+04
0.000000e+00 -3.962494e+04
0.000000e+00 -3.981669e+04
0.000000e+00 -4.002627e+04
0.000000e+00 -4.025325e+04
0.000000e+00 -4.049718e+04
0.000000e+00 -4.075763e+04
0.000000e+00 -4.103412e+04
0.000000e+00 -4.132620e+04
0.000000e+00 -4.163338e+04
0.000000e+00 -4.195518e+04
0.000000e+00 -4.229110e+04
0.000000e+00 -4.264066e+04
0.000000e+00 -4.300334e+04
0.000000e+00 -4.337863e+04
0.000000e+00 -4.376603e+04
0.000000e+00 -4.416500e+04
0.000000e+00 -4.457504e+04
0.000000e+00 -4.499561e+04
0.000000e+00 -4.542619e+04
0.000000e+00 -4.586627e+04
0.000000e+00 -4.631531e+04
0.000000e+00 -4.677279e+04
0.000000e+00 -4.723819e+04
0.000000e+00 -4.771099e+04
0.000000e+00 -4.819068e+04
0.000000e+00 -4.867674e+04
0.000000e+00 -4.916867e+04
0.000000e+00 -4.966596e+04
0.000000e+00 -5.016812e+04
0.000000e+00 -5.067467e+04
0.000000e+00 -5.118513e+04
0.000000e+00 -5.169901e+04
0.000000e+00 -5.221587e+04
0.000000e+00 -5.273524e+04
0.000000e+00 -5.325669e+04
0.000000e+00 -5.377978e+04
0.000000e+00 -5.430408e+04
0.000000e+00 -5.482921e+04
0.000000e+00 -5.535474e+04
0.000000e+00 -5.588031e+04
0.000000e+00 -5.640554e+04
0.000000e+00 -5.693007e+04
0.000000e+00 -5.745356e+04
0.000000e+00 -5.797569e+04
0.000000e+00 -5.849612e+04
0.000000e+00 -5.901458e+04
0.000000e+00 -5.953076e+04
0.000000e+00 -6.004440e+04
0.000000e+00 -6.055524e+04
0.000000e+00 -6.106304e+04
0.000000e+00 -6.156758e+04
0.000000e+00 -6.206864e+04
0.000000e+00 -6.256603e+04
0.000000e+00 -6.305958e+04
0.000000e+00 -6.354910e+04
0.000000e+00 -6.403446e+04
0.000000e+00 -6.451551e+04
0.000000e+00 -6.499214e+04
0.000000e+00 -6.546423e+04
0.000000e+00 -6.593169e+04
0.000000e+00 -6.639444e+04
0.000000e+00 -6.685241e+04
0.000000e+00 -6.730555e+04
0.000000e+00 -6.775380e+04
0.000000e+00 -6.819713e+04
0.000000e+00 -6.863554e+04
0.000000e+00 -6.906899e+04
0.000000e+00 -6.949750e+04
0.000000e+00 -6.992107e+04
0.000000e+00 -7.033972e+04
0.000000e+00 -7.075348e+04
0.000000e+00 -7.116237e+04
0.000000e+00 -7.156645e+04
0.000000e+00 -7.196575e+04
0.000000e+00 -7.236033e+04
0.000000e+00 -7.275025e+04
0.000000e+00 -7.313557e+04
0.000000e+00 -7.351636e+04
0.000000e+00 -7.389269e+04
0.000000e+00 -7.426463e+04
0.000000e+00 -7.463225e+04
0.000000e+00 -7.499564e+04
0.000000e+00 -7.535486e+04
0.000000e+00 -7.570999e+04
0.000000e+00 -7.606112e+04
0.000000e+00 -7.640831e+04
0.000000e+00 -7.675163e+04
0.000000e+00 -7.709116e+04
0.000000e+00 -7.742696e+04
0.000000e+00 -7.775909e+04
0.000000e+00 -7.808762e+04
0.000000e+00 -7.841260e+04
0.000000e+00 -7.873407e+04
0.000000e+00 -7.905207e+04
0.000000e+00 -7.936665e+04
0.000000e+00 -7.967783e+04
0.000000e+00 -7.998564e+04
0.000000e+00 -8.029008e+04
0.000000e+00 -8.059117e+04
0.000000e+00 -8.088890e+04
0.000000e+00 -8.118326e+04
0.000000e+00 -8.147423e+04
0.000000e+00 -8.176179e+04
0.000000e+00 -8.204588e+04
0.000000e+00 -8.232647e+04
0.000000e+00 -8.260348e+04
0.000000e+00 -8.287686e+04
0.000000e+00 -8.314653e+04
0.000000e+00 -8.341238e+04
0.000000e+00 -8.367433e+04
0.000000e+00 -8.393225e+04
0.000000e+00 -8.418603e+04
0.000000e+00 -8.443553e+04
0.000000e+00 -8.468061e+04
0.000000e+00 -8.492111e+04
0.000000e+00 -8.515686e+04
0.000000e+00 -8.538770e+04
0.000000e+00 -8.561343e+04
0.000000e+00 -8.583386e+04
0.000000e+00 -8.604877e+04
0.000000e+00 -8.625797e+04
0.000000e+00 -8.646121e+04
0.000000e+00 -8.665826e+04
0.000000e+00 -8.684888e+04
0.000000e+00 -8.703282e+04
0.000000e+00 -8.720982e+04
0.000000e+00 -8.737960e+04
0.000000e+00 -8.754190e+04
0.000000e+00 -8.769642e+04
0.000000e+00 -8.784289e+04
0.000000e+00 -8.798100e+04
0.000000e+00 -8.811047e+04
0.000000e+00 -8.823097e+04
0.000000e+00 -8.834220e+04
0.000000e+00 -8.844385e+04
0.000000e+00 -8.853561e+04
0.000000e+00 -8.861715e+04
0.000000e+00 -8.868815e+04
0.000000e+00 -8.874830e+04
0.000000e+00 -8.879727e+04
0.000000e+00 -8.883473e+04
0.000000e+00 -8.886038e+04
0.000000e+00 -8.887389e+04
0.000000e+00 -8.887494e+04
0.000000e+00 -8.886322e+04
0.000000e+00 -8.883843e+04
0.000000e+00 -8.880025e+04
0.000000e+00 -8.874839e+04
0.000000e+00 -8.868256e+04
0.000000e+00 -8.860248e+04
0.000000e+00 -8.850785e+04
0.000000e+00 -8.839843e+04
0.000000e+00 -8.827395e+04
0.000000e+00 -8.813416e+04
0.000000e+00 -8.797882e+04
0.000000e+00 -8.780771e+04
0.000000e+00 -8.762062e+04
0.000000e+00 -8.741736e+04
0.000000e+00 -8.719773e+04
0.000000e+00 -8.696156e+04
0.000000e+00 -8.670871e+04
0.000000e+00 -8.643905e+04
0.000000e+00 -8.615244e+04
0.000000e+00 -8.584879e+04
0.000000e+00 -8.552803e+04
0.000000e+00 -8.519008e+04
0.000000e+00 -8.483490e+04
0.000000e+00 -8.446248e+04
0.000000e+00 -8.407282e+04
0.000000e+00 -8.366593e+04
0.000000e+00 -8.324186e+04
0.000000e+00 -8.280068e+04
0.000000e+00 -8.234247e+04
0.000000e+00 -8.186736e+04
0.000000e+00 -8.137548e+04
0.000000e+00 -8.086699e+04
0.000000e+00 -8.034208e+04
0.000000e+00 -7.980096e+04
0.000000e+00 -7.924387e+04
0.000000e+00 -7.867108e+04
0.000000e+00 -7.808286e+04
0.000000e+00 -7.747954e+04
0.000000e+00 -7.686145e+04
0.000000e+00 -7.622896e+04
0.000000e+00 -7.558246e+04
0.000000e+00 -7.492236e+04
0.000000e+00 -7.424911e+04
0.000000e+00 -7.356316e+04
0.000000e+00 -7.286501e+04
0.000000e+00 -7.215518e+04
0.000000e+00 -7.143419e+04
0.000000e+00 -7.070261e+04
0.000000e+00 -6.996103e+04
0.000000e+00 -6.921005e+04
0.000000e+00 -6.845029e+04
0.000000e+00 -6.768241e+04
0.000000e+00 -6.690707e+04
0.000000e+00 -6.612496e+04
0.000000e+00 -6.533680e+04
0.000000e+00 -6.454329e+04
0.000000e+00 -6.374519e+04
0.000000e+00 -6.294326e+04
0.000000e+00 -6.213825e+04
0.000000e+00 -6.133097e+04
0.000000e+00 -6.052221e+04
0.000000e+00 -5.971278e+04
0.000000e+00 -5.890350e+04
0.000000e+00 -5.809520e+04
0.000000e+00 -5.728872e+04
0.000000e+00 -5.648492e+04
0.000000e+00 -5.568464e+04
0.000000e+00 -5.488873e+04
0.000000e+00 -5.409806e+04
0.000000e+00 -5.331349e+04
0.000000e+00 -5.253588e+04
0.000000e+00 -5.176610e+04
0.000000e+00 -5.100499e+04
0.000000e+00 -5.025343e+04
0.000000e+00 -4.951225e+04
0.000000e+00 -4.878231e+04
0.000000e+00 -4.806443e+04
0.000000e+00 -4.735946e+04
0.000000e+00 -4.666821e+04
0.000000e+00 -4.599148e+04
0.000000e+00 -4.533007e+04
0.000000e+00 -4.468475e+04
0.000000e+00 -4.405630e+04
0.000000e+00 -4.344546e+04
0.000000e+00 -4.285296e+04
0.000000e+00 -4.227951e+04
0.000000e+00 -4.172581e+04
0.000000e+00 -4.119251e+04
0.000000e+00 -4.068027e+04
0.000000e+00 -4.018971e+04
0.000000e+00 -3.972143e+04
0.000000e+00 -3.927601e+04
0.000000e+00 -3.885399e+04
0.000000e+00 -3.845589e+04
0.000000e+00 -3.808220e+04
0.000000e+00 -3.773339e+04
0.000000e+00 -3.740990e+04
0.000000e+00 -3.711212e+04
0.000000e+00 -3.684043e+04
0.000000e+00 -3.659517e+04
0.000000e+00 -3.637666e+04
0.000000e+00 -3.618517e+04
0.000000e+00 -3.602094e+04
0.000000e+00 -3.588420e+04
0.000000e+00 -3.577512e+04
0.000000e+00 -3.569385e+04
0.000000e+00 -3.564051e+04
0.000000e+00 -3.561517e+04
0.000000e+00 -3.561788e+04
0.000000e+00 -3.564866e+04
0.000000e+00 -3.570749e+04
0.000000e+00 -3.579432e+04
0.000000e+00 -3.590906e+04
0.000000e+00 -3.605159e+04
0.000000e+00 -3.622178e+04
0.000000e+00 -3.641943e+04
0.000000e+00 -3.664434e+04
0.000000e+00 -3.689626e+04
0.000000e+00 -3.717493e+04
0.000000e+00 -3.748004e+04
0.000000e+00 -3.781125e+04
0.000000e+00 -3.816822e+04
0.000000e+00 -3.855055e+04
0.000000e+00 -3.895784e+04
0.000000e+00 -3.938964e+04
0.000000e+00 -3.984549e+04
0.000000e+00 -4.032491e+04
0.000000e+00 -4.082738e+04
0.000000e+00 -4.135237e+04
0.000000e+00 -4.189932e+04
0.000000e+00 -4.246767e+04
0.000000e+00 -4.305681e+04
0.000000e+00 -4.366613e+04
0.000000e+00 -4.429501e+04
0.000000e+00 -4.494280e+04
0.000000e+00 -4.560884e+04
0.000000e+00 -4.629244e+04
0.000000e+00 -4.699293e+04
0.000000e+00 -4.770960e+04
0.000000e+00 -4.844174e+04
0.000000e+00 -4.918863e+04
0.000000e+00 -4.994954e+04
0.000000e+00 -5.072373e+04
0.000000e+00 -5.151045e+04
0.000000e+00 -5.230896e+04
0.000000e+00 -5.311849e+04
0.000000e+00 -5.393829e+04
0.000000e+00 -5.476759e+04
0.000000e+00 -5.560563e+04
0.000000e+00 -5.645165e+04
0.000000e+00 -5.730487e+04
0.000000e+00 -5.816453e+04
0.000000e+00 -5.902987e+04
0.000000e+00 -5.990012e+04
0.000000e+00 -6.077453e+04
0.000000e+00 -6.165234e+04
0.000000e+00 -6.253280e+04
0.000000e+00 -6.341517e+04
0.000000e+00 -6.429871e+04
0.000000e+00 -6.518268e+04
0.000000e+00 -6.606636e+04
0.000000e+00 -6.694903e+04
0.000000e+00 -6.782999e+04
0.000000e+00 -6.870853e+04
0.000000e+00 -6.958396e+04
0.000000e+00 -7.045559e+04
0.000000e+00 -7.132277e+04
0.000000e+00 -7.218483e+04
0.000000e+00 -7.304111e+04
0.000000e+00 -7.389097e+04
0.000000e+00 -7.473380e+04
0.000000e+00 -7.556897e+04
0.000000e+00 -7.639588e+04
0.000000e+00 -7.721394e+04
0.000000e+00 -7.802256e+04
0.000000e+00 -7.882118e+04
0.000000e+00 -7.960924e+04
0.000000e+00 -8.038620e+04
0.000000e+00 -8.115154e+04
0.000000e+00 -8.190472e+04
0.000000e+00 -8.264525e+04
0.000000e+00 -8.337264e+04
0.000000e+00 -8.408640e+04
0.000000e+00 -8.478608e+04
0.000000e+00 -8.547121e+04
0.000000e+00 -8.614136e+04
0.000000e+00 -8.679610e+04
0.000000e+00 -8.743501e+04
0.000000e+00 -8.805769e+04
0.000000e+00 -8.866375e+04
0.000000e+00 -8.925282e+04
0.000000e+00 -8.982453e+04
0.000000e+00 -9.037853e+04
0.000000e+00 -9.091447e+04
0.000000e+00 -9.143204e+04
0.000000e+00 -9.193091e+04
0.000000e+00 -9.241079e+04
0.000000e+00 -9.287138e+04
0.000000e+00 -9.331240e+04
0.000000e+00 -9.373360e+04
0.000000e+00 -9.413470e+04
0.000000e+00 -9.451549e+04
0.000000e+00 -9.487572e+04
0.000000e+00 -9.521517e+04
0.000000e+00 -9.553365e+04
0.000000e+00 -9.583095e+04
0.000000e+00 -9.610691e+04
0.000000e+00 -9.636134e+04
0.000000e+00 -9.659410e+04
0.000000e+00 -9.680504e+04
0.000000e+00 -9.699403e+04
0.000000e+00 -9.716094e+04
0.000000e+00 -9.730568e+04
0.000000e+00 -9.742815e+04
0.000000e+00 -9.752826e+04
0.000000e+00 -9.760596e+04
0.000000e+00 -9.766118e+04
0.000000e+00 -9.769388e+04
0.000000e+00 -9.770403e+04
0.000000e+00 -9.769162e+04
0.000000e+00 -9.765665e+04
0.000000e+00 -9.759912e+04
0.000000e+00 -9.751906e+04
0.000000e+00 -9.741652e+04
0.000000e+00 -9.729153e+04
0.000000e+00 -9.714418e+04
0.000000e+00 -9.697453e+04
0.000000e+00 -9.678269e+04
0.000000e+00 -9.656877e+04
0.000000e+00 -9.633288e+04
0.000000e+00 -9.607517e+04
0.000000e+00 -9.579580e+04
0.000000e+00 -9.549492e+04
0.000000e+00 -9.517273e+04
0.000000e+00 -9.482943e+04
0.000000e+00 -9.446521e+04
0.000000e+00 -9.408033e+04
0.000000e+00 -9.367501e+04
0.000000e+00 -9.324952e+04
0.000000e+00 -9.280413e+04
0.000000e+00 -9.233913e+04
0.000000e+00 -9.185483e+04
0.000000e+00 -9.135154e+04
0.000000e+00 -9.082960e+04
0.000000e+00 -9.028936e+04
0.000000e+00 -8.973118e+04
0.000000e+00 -8.915544e+04
0.000000e+00 -8.856253e+04
0.000000e+00 -8.795286e+04
0.000000e+00 -8.732686e+04
0.000000e+00 -8.668496e+04
0.000000e+00 -8.602760e+04
0.000000e+00 -8.535525e+04
0.000000e+00 -8.466839e+04
0.000000e+00 -8.396750e+04
0.000000e+00 -8.325309e+04
0.000000e+00 -8.252568e+04
0.000000e+00 -8.178578e+04
0.000000e+00 -8.103393e+04
0.000000e+00 -8.027069e+04
0.000000e+00 -7.949661e+04
0.000000e+00 -7.871227e+04
0.000000e+00 -7.791824e+04
0.000000e+00 -7.711511e+04
0.000000e+00 -7.630349e+04
0.000000e+00 -7.548397e+04
0.000000e+00 -7.465718e+04
0.000000e+00 -7.382374e+04
0.000000e+00 -7.298428e+04
0.000000e+00 -7.213944e+04
0.000000e+00 -7.128986e+04
0.000000e+00 -7.043618e+04
0.000000e+00 -6.957907e+04
0.000000e+00 -6.871918e+04
0.000000e+00 -6.785718e+04
0.000000e+00 -6.699372e+04
0.000000e+00 -6.612948e+04
0.000000e+00 -6.526513e+04
0.000000e+00 -6.440134e+04
0.000000e+00 -6.353878e+04
0.000000e+00 -6.267814e+04
0.000000e+00 -6.182007e+04
0.000000e+00 -6.096526e+04
0.000000e+00 -6.011438e+04
0.000000e+00 -5.926809e+04
0.000000e+00 -5.842707e+04
0.000000e+00 -5.759198e+04
0.000000e+00 -5.676349e+04
0.000000e+00 -5.594224e+04
0.000000e+00 -5.512890e+04
0.000000e+00 -5.432411e+04
0.000000e+00 -5.352851e+04
0.000000e+00 -5.274274e+04
0.000000e+00 -5.196743e+04
0.000000e+00 -5.120321e+04
0.000000e+00 -5.045068e+04
0.000000e+00 -4.971046e+04
0.000000e+00 -4.898314e+04
0.000000e+00 -4.826931e+04
0.000000e+00 -4.756955e+04
0.000000e+00 -4.688444e+04
0.000000e+00 -4.621452e+04
0.000000e+00 -4.556036e+04
0.000000e+00 -4.492248e+04
0.000000e+00 -4.430142e+04
0.000000e+00 -4.369768e+04
0.000000e+00 -4.311177e+04
0.000000e+00 -4.254417e+04
0.000000e+00 -4.199536e+04
0.000000e+00 -4.146581e+04
0.000000e+00 -4.095595e+04
0.000000e+00 -4.046622e+04
0.000000e+00 -3.999704e+04
0.000000e+00 -3.954882e+04
0.000000e+00 -3.912194e+04
0.000000e+00 -3.871677e+04
0.000000e+00 -3.833367e+04
0.000000e+00 -3.797298e+04
0.000000e+00 -3.763502e+04
0.000000e+00 -3.732010e+04
0.000000e+00 -3.702851e+04
0.000000e+00 -3.676053e+04
0.000000e+00 -3.651640e+04
0.000000e+00 -3.629637e+04
0.000000e+00 -3.610064e+04
0.000000e+00 -3.592943e+04
0.000000e+00 -3.578291e+04
0.000000e+00 -3.566125e+04
0.000000e+00 -3.556459e+04
0.000000e+00 -3.549305e+04
0.000000e+00 -3.544674e+04
0.000000e+00 -3.542574e+04
0.000000e+00 -3.543013e+04
